"Harris_1788A.rtf" "Harris_1793.rtf" "placeholder"
"taken" 0.0239081925406439 0.0185311013651245 0
"thro" 0.0239081925406439 0.0185311013651245 0
"tis" 0.00796939751354798 0.0432392365186238 0
"tolerable" 0.0239081925406439 0.0185311013651245 0
"un-" 0.0358622888109659 0 0
"veins" 0.015938795027096 0.0308851689418741 0
"view" 0.015938795027096 0.0308851689418741 0
"visits" 0.00796939751354798 0.0432392365186238 0
"acquaintance" 0.00796939751354798 0.0370622027302489 0
"ago" 0.015938795027096 0.0247081351534993 0
"air" 0.011954096270322 0.0308851689418741 0
"appearance" 0.00398469875677399 0.0432392365186238 0
"approach" 0.0199234937838699 0.0185311013651245 0
"between" 0.0318775900541919 0 0
"born" 0.0199234937838699 0.0185311013651245 0
"bottom" 0.0239081925406439 0.0123540675767496 0
"brought" 0.011954096270322 0.0308851689418741 0
"called" 0.015938795027096 0.0247081351534993 0
"calls" 0.0239081925406439 0.0123540675767496 0
"cause" 0.00796939751354798 0.0370622027302489 0
"close" 0.0278928912974179 0.00617703378837482 0
"com-" 0.0318775900541919 0 0
"common" 0.0199234937838699 0.0185311013651245 0
"dances" 0.0239081925406439 0.0123540675767496 0
"deal" 0.00796939751354798 0.0370622027302489 0
"disagreeable" 0.015938795027096 0.0247081351534993 0
"dressed" 0 0.0494162703069986 0
"easily" 0.0199234937838699 0.0185311013651245 0
"either" 0.0199234937838699 0.0185311013651245 0
"en-" 0.0318775900541919 0 0
"engaging" 0.0199234937838699 0.0185311013651245 0
"enter" 0.00796939751354798 0.0370622027302489 0
"expressive" 0.00398469875677399 0.0432392365186238 0
"fat" 0.0239081925406439 0.0123540675767496 0
"get" 0.015938795027096 0.0247081351534993 0
"got" 0.011954096270322 0.0308851689418741 0
"gr" 0.0318775900541919 0 0
"health" 0.0199234937838699 0.0185311013651245 0
"hue" 0.0278928912974179 0.00617703378837482 0
"influence" 0.015938795027096 0.0247081351534993 0
"liberty" 0.0278928912974179 0.00617703378837482 0
"list" 0.0278928912974179 0.00617703378837482 0
"looking" 0.0318775900541919 0 0
"lusty" 0.0199234937838699 0.0185311013651245 0
"male" 0.00796939751354798 0.0370622027302489 0
"mercenary" 0.011954096270322 0.0308851689418741 0
"merely" 0.015938795027096 0.0247081351534993 0
"night^s" 0.015938795027096 0.0247081351534993 0
"noble" 0.0239081925406439 0.0123540675767496 0
"object" 0.015938795027096 0.0247081351534993 0
"page" 0.0278928912974179 0.00617703378837482 0
"parlour" 0 0.0494162703069986 0
"pass" 0.0239081925406439 0.0123540675767496 0
"play" 0.015938795027096 0.0247081351534993 0
"pocket" 0.0318775900541919 0 0
"possible" 0.0239081925406439 0.0123540675767496 0
"pouting" 0.0278928912974179 0.00617703378837482 0
"read" 0.0278928912974179 0.00617703378837482 0
"rich" 0.0318775900541919 0 0
"roses" 0.0278928912974179 0.00617703378837482 0
"silent" 0.0318775900541919 0 0
"snow" 0.0278928912974179 0.00617703378837482 0
"spirit" 0.0199234937838699 0.0185311013651245 0
"sufficiently" 0.0199234937838699 0.0185311013651245 0
"touch" 0.0239081925406439 0.0123540675767496 0
"tresses" 0.015938795027096 0.0247081351534993 0
"truly" 0.0278928912974179 0.00617703378837482 0
"truth" 0.00796939751354798 0.0370622027302489 0
"tt" 0.0278928912974179 0.00617703378837482 0
"twenty-four" 0.00398469875677399 0.0432392365186238 0
"utmost" 0.011954096270322 0.0308851689418741 0
"visitors" 0.00796939751354798 0.0370622027302489 0
"ye" 0.0199234937838699 0.0185311013651245 0
"action" 0.0199234937838699 0.0123540675767496 0
"actions" 0.0278928912974179 0 0
"add" 0.0199234937838699 0.0123540675767496 0
"admire" 0.0239081925406439 0.00617703378837482 0
"advantage" 0.00796939751354798 0.0308851689418741 0
"affable" 0.0199234937838699 0.0123540675767496 0
"alone" 0.0199234937838699 0.0123540675767496 0
"apartments" 0.015938795027096 0.0185311013651245 0
"arrived" 0.0239081925406439 0.00617703378837482 0
"ask" 0.0199234937838699 0.0123540675767496 0
"behaviour" 0.011954096270322 0.0247081351534993 0
"blooming" 0.0239081925406439 0.00617703378837482 0
"boast" 0.00796939751354798 0.0308851689418741 0
"br" 0.0199234937838699 0.0123540675767496 0
"breath" 0.0199234937838699 0.0123540675767496 0
"brunette" 0.0278928912974179 0 0
"bubbies" 0.015938795027096 0.0185311013651245 0
"busy" 0.0278928912974179 0 0
"ch" 0.0278928912974179 0 0
"character" 0.00796939751354798 0.0308851689418741 0
"choicest" 0.0199234937838699 0.0123540675767496 0
"cl" 0.0278928912974179 0 0
"consequence" 0.011954096270322 0.0247081351534993 0
"considerable" 0.00796939751354798 0.0308851689418741 0
"constantly" 0.0239081925406439 0.00617703378837482 0
"constitution" 0.015938795027096 0.0185311013651245 0
"dart" 0.0239081925406439 0.00617703378837482 0
"delicately" 0.011954096270322 0.0247081351534993 0
"demands" 0.0199234937838699 0.0123540675767496 0
"done" 0.011954096270322 0.0247081351534993 0
"drinking" 0.011954096270322 0.0247081351534993 0
"easy" 0 0.0432392365186238 0
"eighteen" 0.00796939751354798 0.0308851689418741 0
"en" 0.0239081925406439 0.00617703378837482 0
"english" 0.0239081925406439 0.00617703378837482 0
"enjoys" 0.015938795027096 0.0185311013651245 0
"excellent" 0.00398469875677399 0.0370622027302489 0
"fate" 0.00398469875677399 0.0370622027302489 0
"feelings" 0.015938795027096 0.0185311013651245 0
"feels" 0.0199234937838699 0.0123540675767496 0
"fellow" 0.00796939751354798 0.0308851689418741 0
"fields" 0.0278928912974179 0 0
"fill" 0.0199234937838699 0.0123540675767496 0
"finely" 0.0239081925406439 0.00617703378837482 0
"flood" 0.0239081925406439 0.00617703378837482 0
"garden" 0.011954096270322 0.0247081351534993 0
"gay" 0.0199234937838699 0.0123540675767496 0
"generous" 0.0199234937838699 0.0123540675767496 0
"graceful" 0.0278928912974179 0 0
"harriet" 0.0278928912974179 0 0
"head" 0.015938795027096 0.0185311013651245 0
"i^ll" 0.0199234937838699 0.0123540675767496 0
"immediately" 0.011954096270322 0.0247081351534993 0
"invite" 0.0239081925406439 0.00617703378837482 0
"inviting" 0.0239081925406439 0.00617703378837482 0
"kisses" 0.0199234937838699 0.0123540675767496 0
"knowledge" 0.0199234937838699 0.0123540675767496 0
"knows" 0.0199234937838699 0.0123540675767496 0
"late" 0.0239081925406439 0.00617703378837482 0
"length" 0.0199234937838699 0.0123540675767496 0
"lies" 0.0199234937838699 0.0123540675767496 0
"lived" 0.00398469875677399 0.0370622027302489 0
"london" 0.00398469875677399 0.0370622027302489 0
"lose" 0.00398469875677399 0.0370622027302489 0
"lower" 0.0278928912974179 0 0
"mark" 0.00796939751354798 0.0308851689418741 0
"melt" 0.0278928912974179 0 0
"minute" 0.0239081925406439 0.00617703378837482 0
"morning" 0.0199234937838699 0.0123540675767496 0
"mould" 0.0278928912974179 0 0
"mount" 0.0278928912974179 0 0
"ms" 0.0239081925406439 0.00617703378837482 0
"note" 0.011954096270322 0.0247081351534993 0
"ornament" 0.00796939751354798 0.0308851689418741 0
"pain" 0.0199234937838699 0.0123540675767496 0
"past" 0.011954096270322 0.0247081351534993 0
"per-" 0.0278928912974179 0 0
"perfection" 0.0199234937838699 0.0123540675767496 0
"pleasures" 0.015938795027096 0.0185311013651245 0
"poor" 0.011954096270322 0.0247081351534993 0
"possessed" 0.011954096270322 0.0247081351534993 0
"press" 0.0278928912974179 0 0
"pressure" 0.0199234937838699 0.0123540675767496 0
"pretend" 0.0278928912974179 0 0
"receives" 0.015938795027096 0.0185311013651245 0
"returns" 0.011954096270322 0.0247081351534993 0
"road" 0.015938795027096 0.0185311013651245 0
"satisfied" 0.00398469875677399 0.0370622027302489 0
"scarcely" 0.00796939751354798 0.0308851689418741 0
"seek" 0.0239081925406439 0.00617703378837482 0
"sent" 0.015938795027096 0.0185311013651245 0
"sighs" 0.0239081925406439 0.00617703378837482 0
"sight" 0.0199234937838699 0.0123540675767496 0
"simplicity" 0.00796939751354798 0.0308851689418741 0
"single" 0.011954096270322 0.0247081351534993 0
"situation" 0.00398469875677399 0.0370622027302489 0
"smallest" 0.0199234937838699 0.0123540675767496 0
"smiles" 0.0199234937838699 0.0123540675767496 0
"sometimes" 0.015938795027096 0.0185311013651245 0
"song" 0.0278928912974179 0 0
"sought" 0.0278928912974179 0 0
"sports" 0.015938795027096 0.0185311013651245 0
"stand" 0.0199234937838699 0.0123540675767496 0
"talk" 0.015938795027096 0.0185311013651245 0
"thus" 0.011954096270322 0.0247081351534993 0
"together" 0.015938795027096 0.0185311013651245 0
"train" 0.0199234937838699 0.0123540675767496 0
"twine" 0.0239081925406439 0.00617703378837482 0
"uncommon" 0.015938795027096 0.0185311013651245 0
"value" 0.0278928912974179 0 0
"various" 0.011954096270322 0.0247081351534993 0
"virtue" 0.011954096270322 0.0247081351534993 0
"visitor" 0.0199234937838699 0.0123540675767496 0
"whether" 0.00796939751354798 0.0308851689418741 0
"willing" 0.0199234937838699 0.0123540675767496 0
"words" 0.0239081925406439 0.00617703378837482 0
"worth" 0.011954096270322 0.0247081351534993 0
"abilities" 0.00796939751354798 0.0247081351534993 0
"acquainted" 0.015938795027096 0.0123540675767496 0
"against" 0.0199234937838699 0.00617703378837482 0
"alabaster" 0.0239081925406439 0 0
"although" 0.0199234937838699 0.00617703378837482 0
"ardour" 0.011954096270322 0.0185311013651245 0
"arm" 0.011954096270322 0.0185311013651245 0
"assumes" 0.011954096270322 0.0185311013651245 0
"beam" 0.0199234937838699 0.00617703378837482 0
"beat" 0.011954096270322 0.0185311013651245 0
"become" 0.015938795027096 0.0123540675767496 0
"becoming" 0.015938795027096 0.0123540675767496 0
"bedfellow" 0.011954096270322 0.0185311013651245 0
"beyond" 0.0199234937838699 0.00617703378837482 0
"blest" 0.0239081925406439 0 0
"blood" 0.015938795027096 0.0123540675767496 0
"bloom" 0.0199234937838699 0.00617703378837482 0
"brandy" 0.0199234937838699 0.00617703378837482 0
"bring" 0.015938795027096 0.0123540675767496 0
"brows" 0.0239081925406439 0 0
"call" 0.015938795027096 0.0123540675767496 0
"cavendish-square" 0.00398469875677399 0.0308851689418741 0
"celebrated" 0.00796939751354798 0.0247081351534993 0
"cheek" 0.0199234937838699 0.00617703378837482 0
"city" 0.011954096270322 0.0185311013651245 0
"content" 0.011954096270322 0.0185311013651245 0
"convinced" 0.0199234937838699 0.00617703378837482 0
"coral" 0.015938795027096 0.0123540675767496 0
"course" 0.0199234937838699 0.00617703378837482 0
"covent-garden" 0.0199234937838699 0.00617703378837482 0
"curious" 0.011954096270322 0.0185311013651245 0
"dance" 0.0199234937838699 0.00617703378837482 0
"de-" 0.0239081925406439 0 0
"dead" 0.015938795027096 0.0123540675767496 0
"death" 0.0199234937838699 0.00617703378837482 0
"delights" 0.011954096270322 0.0185311013651245 0
"displays" 0.00796939751354798 0.0247081351534993 0
"doubt" 0.011954096270322 0.0185311013651245 0
"drink" 0.0199234937838699 0.00617703378837482 0
"effects" 0.015938795027096 0.0123540675767496 0
"entered" 0.015938795027096 0.0123540675767496 0
"equal" 0.0199234937838699 0.00617703378837482 0
"equally" 0.015938795027096 0.0123540675767496 0
"except" 0.00796939751354798 0.0247081351534993 0
"experience" 0.011954096270322 0.0185311013651245 0
"extreme" 0 0.0370622027302489 0
"fancy" 0.0239081925406439 0 0
"father" 0.011954096270322 0.0185311013651245 0
"fear" 0.015938795027096 0.0123540675767496 0
"feel" 0.0239081925406439 0 0
"follow" 0.00796939751354798 0.0247081351534993 0
"force" 0.015938795027096 0.0123540675767496 0
"form^d" 0.0239081925406439 0 0
"forth" 0.011954096270322 0.0185311013651245 0
"fraught" 0.0239081925406439 0 0
"frequent" 0.00398469875677399 0.0308851689418741 0
"gain" 0.011954096270322 0.0185311013651245 0
"gifts" 0.0199234937838699 0.00617703378837482 0
"going" 0.011954096270322 0.0185311013651245 0
"golden" 0.015938795027096 0.0123540675767496 0
"grown" 0.015938795027096 0.0123540675767496 0
"happiness" 0.015938795027096 0.0123540675767496 0
"hath" 0.0239081925406439 0 0
"hearts" 0.011954096270322 0.0185311013651245 0
"heaving" 0.015938795027096 0.0123540675767496 0
"hers" 0 0.0370622027302489 0
"highly" 0.00796939751354798 0.0247081351534993 0
"himself" 0.00796939751354798 0.0247081351534993 0
"hope" 0.0239081925406439 0 0
"hours" 0.015938795027096 0.0123540675767496 0
"idea" 0.0199234937838699 0.00617703378837482 0
"juice" 0.0239081925406439 0 0
"languishing" 0.0199234937838699 0.00617703378837482 0
"lass" 0.00796939751354798 0.0247081351534993 0
"ld" 0.0199234937838699 0.00617703378837482 0
"le" 0.0199234937838699 0.00617703378837482 0
"limb" 0.0239081925406439 0 0
"lodgings" 0.011954096270322 0.0185311013651245 0
"longer" 0.0199234937838699 0.00617703378837482 0
"married" 0.00796939751354798 0.0247081351534993 0
"mere" 0.015938795027096 0.0123540675767496 0
"merit" 0.015938795027096 0.0123540675767496 0
"merry" 0.015938795027096 0.0123540675767496 0
"modesty" 0.011954096270322 0.0185311013651245 0
"move" 0.0199234937838699 0.00617703378837482 0
"naked" 0.0199234937838699 0.00617703378837482 0
"natured" 0.0199234937838699 0.00617703378837482 0
"nd" 0.0199234937838699 0.00617703378837482 0
"neck" 0.015938795027096 0.0123540675767496 0
"nine" 0.0199234937838699 0.00617703378837482 0
"original" 0.00796939751354798 0.0247081351534993 0
"ought" 0.015938795027096 0.0123540675767496 0
"oxford" 0.015938795027096 0.0123540675767496 0
"pitch" 0.0199234937838699 0.00617703378837482 0
"pleases" 0.0199234937838699 0.00617703378837482 0
"pour" 0.0199234937838699 0.00617703378837482 0
"practice" 0.015938795027096 0.0123540675767496 0
"promise" 0.00796939751354798 0.0247081351534993 0
"proportioned" 0.0239081925406439 0 0
"prove" 0.0199234937838699 0.00617703378837482 0
"provided" 0.0199234937838699 0.00617703378837482 0
"prudence" 0.015938795027096 0.0123540675767496 0
"purest" 0.0239081925406439 0 0
"raptures" 0.0199234937838699 0.00617703378837482 0
"rathbone" 0.0199234937838699 0.00617703378837482 0
"real" 0.011954096270322 0.0185311013651245 0
"reason" 0.0199234937838699 0.00617703378837482 0
"recommendation" 0 0.0370622027302489 0
"rest" 0.011954096270322 0.0185311013651245 0
"rising" 0.0199234937838699 0.00617703378837482 0
"ruin" 0.00398469875677399 0.0308851689418741 0
"says" 0.00398469875677399 0.0308851689418741 0
"scarce" 0.0199234937838699 0.00617703378837482 0
"school" 0.00796939751354798 0.0247081351534993 0
"season" 0.011954096270322 0.0185311013651245 0
"senses" 0.015938795027096 0.0123540675767496 0
"service" 0.015938795027096 0.0123540675767496 0
"several" 0.00398469875677399 0.0308851689418741 0
"she^ll" 0.011954096270322 0.0185311013651245 0
"shop" 0.011954096270322 0.0185311013651245 0
"sixteen" 0.011954096270322 0.0185311013651245 0
"smart" 0.0199234937838699 0.00617703378837482 0
"smile" 0.0199234937838699 0.00617703378837482 0
"sooner" 0.011954096270322 0.0185311013651245 0
"souls" 0.015938795027096 0.0123540675767496 0
"square" 0.011954096270322 0.0185311013651245 0
"stranger" 0.0239081925406439 0 0
"strength" 0.00796939751354798 0.0247081351534993 0
"strong" 0.011954096270322 0.0185311013651245 0
"success" 0.00796939751354798 0.0247081351534993 0
"suffer" 0.011954096270322 0.0185311013651245 0
"sufficient" 0.00796939751354798 0.0247081351534993 0
"suit" 0.015938795027096 0.0123540675767496 0
"swelling" 0.0199234937838699 0.00617703378837482 0
"tell-tale" 0.011954096270322 0.0185311013651245 0
"theatres" 0.00398469875677399 0.0308851689418741 0
"there^s" 0.015938795027096 0.0123540675767496 0
"thirty" 0.00398469875677399 0.0308851689418741 0
"thrilling" 0.0199234937838699 0.00617703378837482 0
"times" 0.00796939751354798 0.0247081351534993 0
"ton" 0.015938795027096 0.0123540675767496 0
"trade" 0.011954096270322 0.0185311013651245 0
"tune" 0.0239081925406439 0 0
"twenty-five" 0.015938795027096 0.0123540675767496 0
"unless" 0.011954096270322 0.0185311013651245 0
"vain" 0.011954096270322 0.0185311013651245 0
"virgin" 0.0199234937838699 0.00617703378837482 0
"vivacity" 0.011954096270322 0.0185311013651245 0
"warmth" 0.0199234937838699 0.00617703378837482 0
"weapon" 0.0199234937838699 0.00617703378837482 0
"went" 0.00398469875677399 0.0308851689418741 0
"word" 0.00796939751354798 0.0247081351534993 0
"ability" 0.00796939751354798 0.0185311013651245 0
"abroad" 0.015938795027096 0.00617703378837482 0
"accept" 0.00796939751354798 0.0185311013651245 0
"accomplishments" 0.00796939751354798 0.0185311013651245 0
"also" 0.015938795027096 0.00617703378837482 0
"animated" 0.015938795027096 0.00617703378837482 0
"antagonist" 0.015938795027096 0.00617703378837482 0
"apartment" 0.015938795027096 0.00617703378837482 0
"applied" 0.015938795027096 0.00617703378837482 0
"attract" 0.011954096270322 0.0123540675767496 0
"attractions" 0 0.0308851689418741 0
"auburn" 0.011954096270322 0.0123540675767496 0
"bacchus" 0.015938795027096 0.00617703378837482 0
"balmy" 0.011954096270322 0.0123540675767496 0
"beats" 0.011954096270322 0.0123540675767496 0
"beautifully" 0.00796939751354798 0.0185311013651245 0
"became" 0.00796939751354798 0.0185311013651245 0
"beheld" 0.00796939751354798 0.0185311013651245 0
"beneath" 0.015938795027096 0.00617703378837482 0
"bought" 0 0.0308851689418741 0
"came" 0 0.0308851689418741 0
"careful" 0.015938795027096 0.00617703378837482 0
"case" 0.015938795027096 0.00617703378837482 0
"chance" 0.00796939751354798 0.0185311013651245 0
"chariot" 0.00398469875677399 0.0247081351534993 0
"choice" 0.00398469875677399 0.0247081351534993 0
"circumstances" 0.00796939751354798 0.0185311013651245 0
"clock" 0.015938795027096 0.00617703378837482 0
"conduct" 0.011954096270322 0.0123540675767496 0
"confined" 0.00398469875677399 0.0247081351534993 0
"contrasted" 0.0199234937838699 0 0
"covent" 0.00796939751354798 0.0185311013651245 0
"critical" 0.015938795027096 0.00617703378837482 0
"desirous" 0.015938795027096 0.00617703378837482 0
"disgrace" 0.011954096270322 0.0123540675767496 0
"display" 0.011954096270322 0.0123540675767496 0
"draw" 0.015938795027096 0.00617703378837482 0
